Date,Close_Price,Volume,Open_Price,High_Price,Low_Price
2021-04-06,247.86,22931920,247.61,249.4,246.88
2021-04-05,249.07,36910610,242.76,249.96,242.7
2021-04-01,242.35,30337980,238.47,242.84,238.0501
2021-03-31,235.77,43623470,232.91,239.1,232.39
2021-03-30,231.85,24792010,233.525,233.85,231.1
2021-03-29,235.24,25227460,236.59,236.8,231.88
2021-03-26,236.48,25479850,231.55,236.71,231.55
2021-03-25,232.34,34061850,235.3,236.94,231.57
2021-03-24,235.46,25620130,237.845,238,235.32
2021-03-23,237.58,31638380,237.485,241.05,237.07
2021-03-22,235.99,30127010,230.27,236.9,230.14
2021-03-19,230.35,46430730,231.02,232.474,229.3496
2021-03-18,230.72,34852250,232.56,234.19,230.33
2021-03-17,237.04,29562100,236.15,238.55,233.23
2021-03-16,237.71,28092200,236.28,240.055,235.94
2021-03-15,234.81,26042670,234.96,235.185,231.81
2021-03-12,235.75,22653660,234.01,235.82,233.23
2021-03-11,237.13,29907590,234.96,239.17,234.31
2021-03-10,232.42,29746810,237,237,232.04
2021-03-09,233.78,33080530,232.88,235.3839,231.67
2021-03-08,227.39,35267440,231.37,233.365,227.13
2021-03-05,231.6,41872770,229.517,233.27,226.46
2021-03-04,226.73,44727790,226.735,232.49,224.26
2021-03-03,227.56,34029530,232.155,233.5799,227.26
2021-03-02,233.87,22812460,237.01,237.3,233.45
2021-03-01,236.94,25332840,235.9,237.47,233.15
2021-02-26,232.38,37819230,231.525,235.37,229.54
2021-02-25,228.99,39542240,232.08,234.5852,227.88
2021-02-24,234.55,26339750,230.01,235.2,229
2021-02-23,233.27,30228700,230.325,234.83,228.73
2021-02-22,234.51,36446940,237.42,237.93,232.4
2021-02-19,240.97,25262600,243.75,243.86,240.18
2021-02-18,243.79,16925560,241.8,243.93,240.86
2021-02-17,244.2,21673110,241.32,244.31,240.94
2021-02-16,243.7,26728490,245.03,246.13,242.92
2021-02-12,244.99,16561080,243.933,245.3,242.73
2021-02-11,244.49,15751060,244.78,245.15,242.15
2021-02-10,242.82,22186710,245,245.92,240.89
2021-02-09,243.77,23564950,241.87,244.76,241.38
2021-02-08,242.47,22211930,243.15,243.68,240.81
2021-02-05,242.2,18054750,242.23,243.28,240.42
2021-02-04,242.01,25296100,242.66,243.2399,240.37
2021-02-03,243,27158100,239.57,245.09,239.26
2021-02-02,239.51,25916340,241.3,242.31,238.69
2021-02-01,239.65,33314190,235.06,242.5,232.43
2021-01-29,231.96,42503140,235.99,238.02,231.35
2021-01-28,238.93,49111160,235.61,242.64,235.09
2021-01-27,232.9,69870640,238,240.44,230.14
2021-01-26,232.33,49169600,231.86,234.18,230.08
2021-01-25,229.53,33152100,229.12,229.78,224.22
2021-01-22,225.95,30172660,227.08,230.07,225.8
2021-01-21,224.97,30749550,224.7,226.3,222.42
2021-01-20,224.34,37777260,217.7,225.79,217.2908
2021-01-19,216.44,30480860,213.75,216.98,212.63
2021-01-15,212.65,31746510,213.52,214.51,212.03
2021-01-14,213.02,29346740,215.91,217.46,212.74
2021-01-13,216.34,20087080,214.02,216.76,213.9266
2021-01-12,214.93,23249340,216.5,217.1,213.3202
2021-01-11,217.49,23047030,218.47,218.91,216.73
2021-01-08,219.62,22956210,218.68,220.58,217.0261
2021-01-07,218.29,27694480,214.04,219.34,213.71
2021-01-06,212.25,35930650,212.17,216.4899,211.94
2021-01-05,217.9,23822950,217.26,218.52,215.7
2021-01-04,217.69,37130140,222.53,223,214.81
2020-12-31,222.42,20942130,221.7,223,219.68
2020-12-30,221.68,20272340,225.23,225.63,221.47
2020-12-29,224.15,17403210,226.31,227.18,223.58
2020-12-28,224.96,17933500,224.45,226.03,223.02
2020-12-24,222.75,10550570,221.42,223.61,221.2
2020-12-23,221.02,18699640,223.11,223.5589,220.8
2020-12-22,223.94,22643400,222.69,225.63,221.85
2020-12-21,222.59,37181890,217.55,224,217.2801
2020-12-18,218.59,63354920,218.59,219.69,216.02
2020-12-17,219.42,32515780,219.87,220.89,217.92
2020-12-16,219.28,35023250,214.75,220.11,214.72
2020-12-15,214.13,27018110,215.165,215.42,212.24
2020-12-14,214.2,28798380,213.1,216.21,212.88
2020-12-11,213.26,30979440,210.05,213.32,209.11
2020-12-10,210.52,26467020,211.77,213.08,210.36
2020-12-09,211.8,32440600,215.16,215.225,211.214
2020-12-08,216.01,23284090,213.97,216.95,212.89
2020-12-07,214.29,24620000,214.37,215.54,212.99
2020-12-04,214.36,24666040,214.22,215.38,213.18
2020-12-03,214.24,25120920,214.61,216.3757,213.65
2020-12-02,215.37,23724510,214.88,215.47,212.8
2020-12-01,216.21,30931320,214.51,217.32,213.35
2020-11-30,214.07,33064750,214.1,214.76,210.835
2020-11-27,215.23,14512210,214.85,216.27,214.04
2020-11-25,213.87,21012890,215.11,215.29,212.46
2020-11-24,213.86,33979730,209.59,214.25,208.86
2020-11-23,210.11,25683510,210.95,212.29,208.16
2020-11-20,210.39,22843120,212.2,213.285,210
2020-11-19,212.42,24792750,211.38,213.03,209.93
2020-11-18,211.08,28372790,213.65,215.17,210.93
2020-11-17,214.46,24154110,216.1,217.68,214.08
2020-11-16,217.23,24953340,214.87,217.74,214.52
2020-11-13,216.51,18630310,216.36,217.42,214.16
2020-11-12,215.44,21616120,217.21,219.11,214.46
2020-11-11,216.55,29440790,212.39,218.04,212.2
2020-11-10,211.01,44045120,214.5,216.5,209.72
2020-11-09,218.39,44394950,224.435,228.12,217.88
2020-11-06,223.72,25231900,222.26,224.36,218.03
2020-11-05,223.29,36080140,222.04,224.12,221.15
2020-11-04,216.39,42311780,214.02,218.32,212.4185
2020-11-03,206.43,27512030,203.89,208.12,203.12
2020-11-02,202.33,30842160,204.29,205.28,200.12
2020-10-30,202.47,36980110,203.5,204.29,199.62
2020-10-29,204.72,31432560,204.07,207.36,203.37
2020-10-28,202.68,51195590,207.67,208.84,202.1
2020-10-27,213.25,36700330,211.59,214.67,210.329
2020-10-26,210.08,37111560,213.85,216.3399,208.1
2020-10-23,216.23,18879610,215.03,216.28,213.16
2020-10-22,214.89,22351450,213.93,216.055,211.7
2020-10-21,214.8,22724910,213.12,216.92,213.12
2020-10-20,214.65,22753510,215.8,217.37,213.0901
2020-10-19,214.22,27625840,220.415,222.3,213.72
2020-10-16,219.66,26057880,220.15,222.29,219.32
2020-10-15,219.66,22733060,217.1,220.36,216.01
2020-10-14,220.86,23451710,223,224.22,219.13
2020-10-13,222.86,28950840,222.72,225.21,220.43
2020-10-12,221.4,40461370,218.79,223.86,216.81
2020-10-09,215.81,26458050,211.23,215.86,211.23
2020-10-08,210.58,19925840,210.51,211.19,208.32
2020-10-07,209.83,25681050,207.06,210.11,206.72
2020-10-06,205.91,28554260,208.82,210.18,204.82
2020-10-05,210.38,21331560,207.22,210.41,206.98
2020-10-02,206.19,33154780,208,210.99,205.54
2020-10-01,212.46,27158420,213.49,213.99,211.32
2020-09-30,210.33,33829090,207.73,211.98,206.54
2020-09-29,207.26,24464470,209.35,210.07,206.81
2020-09-28,209.44,32004940,210.88,212.57,208.06
2020-09-25,207.82,29437310,203.55,209.04,202.54
2020-09-24,203.19,31202490,199.85,205.57,199.2
2020-09-23,200.59,30803780,207.9,208.1,200.03
2020-09-22,207.42,33517070,205.06,208.1,202.075
2020-09-21,202.54,39839660,197.19,202.71,196.38
2020-09-18,200.39,55225330,202.8,203.65,196.25
2020-09-17,202.91,34011260,200.05,204.33,199.96
2020-09-16,205.05,26372460,210.62,210.65,204.64
2020-09-15,208.78,21823940,208.42,209.78,206.93
2020-09-14,205.41,30375770,204.24,209.2,204.03
2020-09-11,204.03,33620070,207.2,208.63,201.24
2020-09-10,205.37,35461510,213.4,214.74,204.11
2020-09-09,211.29,45678990,207.6,214.8399,206.7
2020-09-08,202.66,52924330,206.5,210.03,202.2
2020-09-04,214.25,59664070,215.1,218.3599,205.19
2020-09-03,217.3,58400290,229.27,229.31,214.9602
2020-09-02,231.65,34080840,227.97,232.86,227.35
2020-09-01,227.27,25791240,225.51,227.45,224.43
2020-08-31,225.53,28774160,227,228.7,224.31
2020-08-28,228.91,26292900,228.18,230.644,226.58
2020-08-27,226.58,57602200,222.89,231.15,219.4
2020-08-26,221.15,39600830,217.88,222.09,217.36
2020-08-25,216.47,23043700,213.1,216.61,213.1
2020-08-24,213.69,25460150,214.79,215.52,212.43
2020-08-21,213.02,36249320,213.86,216.25,212.85
2020-08-20,214.58,26981480,209.54,215,208.91
2020-08-19,209.7,27627560,211.49,212.1,209.25
2020-08-18,211.49,21336170,210.53,212.36,209.21
2020-08-17,210.28,20184760,209.6,211.1874,208.915
2020-08-14,208.9,17958940,208.76,209.59,207.51
2020-08-13,208.7,22588870,209.44,211.35,208.15
2020-08-12,209.19,28041360,205.29,210.28,204.75
2020-08-11,203.38,36446460,207.155,207.65,203.14
2020-08-10,208.25,36716460,211.67,211.88,206.35
2020-08-07,212.48,27820420,214.85,215.7,210.93
2020-08-06,216.35,32656840,212.34,216.3705,211.55
2020-08-05,212.94,28858620,214.9,215,211.57
2020-08-04,213.29,49280060,214.17,214.77,210.31
2020-08-03,216.54,78983010,211.52,217.64,210.44
2020-07-31,205.01,51247970,204.4,205.1,199.01
2020-07-30,203.9,25079600,201,204.46,199.57
2020-07-29,204.06,19632600,202.5,204.65,202.01
2020-07-28,202.02,23251390,203.61,204.7,201.74
2020-07-27,203.85,30160870,201.47,203.97,200.86
2020-07-24,201.3,39826990,200.42,202.86,197.51
2020-07-23,202.54,67457040,207.19,210.92,202.15
2020-07-22,211.75,49605690,209.2,212.3,208.39
2020-07-21,208.75,38105780,213.66,213.94,208.03
2020-07-20,211.6,36884840,205,212.3,203.01
2020-07-17,202.88,31635280,204.47,205.04,201.39
2020-07-16,203.92,29940650,205.4,205.7,202.31
2020-07-15,208.04,32179410,209.56,211.33,205.03
2020-07-14,208.35,37591820,206.13,208.85,202.03
2020-07-13,207.07,38135610,214.48,215.8,206.5
2020-07-10,213.67,26177630,213.62,214.08,211.08
2020-07-09,214.32,33121680,216.33,216.38,211.47
2020-07-08,212.83,33600030,210.07,213.26,208.69
2020-07-07,208.25,33600730,210.45,214.67,207.99
2020-07-06,210.7,31897630,208.834,211.13,208.09
2020-07-02,206.26,29315760,205.68,208.02,205
2020-07-01,204.7,32061210,203.14,206.35,201.77
2020-06-30,203.51,34310280,197.882,204.4,197.74
2020-06-29,198.44,26701590,195.78,198.53,193.55
2020-06-26,196.33,54675780,199.73,199.89,194.88
2020-06-25,200.34,27803930,197.8,200.61,195.4675
2020-06-24,197.84,36740650,201.604,203.25,196.56
2020-06-23,201.91,30917450,202.09,203.95,201.425
2020-06-22,200.57,32818930,195.79,200.76,195.2301
2020-06-19,195.15,44441140,198.59,199.29,194.37
2020-06-18,196.32,23061650,194,196.49,194
2020-06-17,194.24,25687820,195.03,196.32,193.69
2020-06-16,193.57,42556660,192.89,195.58,191.46
2020-06-15,188.94,32770190,184.58,190.82,184.01
2020-06-12,187.74,43373590,190.54,191.72,185.18
2020-06-11,186.27,52854670,193.13,195.76,186.07
2020-06-10,196.84,43872330,191.125,198.52,191.01
2020-06-09,189.8,29783920,188,190.7,187.2605
2020-06-08,188.36,33211590,185.94,188.55,184.44
2020-06-05,187.2,39893640,182.62,187.73,182.01
2020-06-04,182.92,28761810,184.3,185.84,182.3
2020-06-03,185.36,27311020,184.815,185.94,183.58
2020-06-02,184.91,30794590,184.25,185,181.35
2020-06-01,182.83,22668820,182.54,183,181.46
2020-05-29,183.25,42146720,182.73,184.27,180.41
2020-05-28,181.4,33831820,180.74,184.1474,180.38
2020-05-27,181.81,39517150,180.2,181.9877,176.6
2020-05-26,181.57,36073610,186.34,186.5,181.1
2020-05-22,183.51,20826900,183.19,184.46,182.54
2020-05-21,183.43,29119510,185.4,186.67,183.29
